27	 	0	 	32	 	16	 	16
27	 	16	 	32	 	16	 	16
27	 	32	 	32	 	16	 	16
27	 	48	 	32	 	16	 	16
27	 	64	 	32	 	16	 	16
27	 	80	 	32	 	16	 	16
27	 	96	 	32	 	16	 	16
27	 	112	 	32	 	16	 	16
27	 	128	 	32	 	16	 	16
27	 	144	 	32	 	16	 	16
27	 	160	 	32	 	16	 	16
27	 	176	 	32	 	16	 	16
27	 	192	 	32	 	16	 	16
27	 	208	 	32	 	16	 	16
27	 	224	 	32	 	16	 	16
27	 	240	 	32	 	16	 	16
27	 	240	 	16	 	16	 	16
27	 	224	 	16	 	16	 	16
27	 	208	 	16	 	16	 	16
27	 	192	 	16	 	16	 	16
27	 	176	 	16	 	16	 	16
27	 	160	 	16	 	16	 	16
27	 	144	 	16	 	16	 	16
27	 	128	 	16	 	16	 	16
27	 	112	 	16	 	16	 	16
27	 	96	 	16	 	16	 	16
27	 	80	 	16	 	16	 	16
27	 	64	 	16	 	16	 	16
27	 	48	 	16	 	16	 	16
27	 	32	 	16	 	16	 	16
27	 	16	 	16	 	16	 	16
27	 	0	 	16	 	16	 	16
27	 	3312	 	32	 	16	 	16
27	 	3328	 	32	 	16	 	16
27	 	3344	 	32	 	16	 	16
27	 	3360	 	32	 	16	 	16
27	 	3376	 	32	 	16	 	16
27	 	3392	 	32	 	16	 	16
27	 	3408	 	32	 	16	 	16
27	 	3424	 	32	 	16	 	16
27	 	3440	 	32	 	16	 	16
27	 	3456	 	32	 	16	 	16
27	 	3472	 	32	 	16	 	16
27	 	3488	 	32	 	16	 	16
27	 	3504	 	32	 	16	 	16
27	 	3520	 	32	 	16	 	16
27	 	3536	 	32	 	16	 	16
27	 	3552	 	32	 	16	 	16
27	 	3568	 	32	 	16	 	16
27	 	3584	 	32	 	16	 	16
27	 	3600	 	32	 	16	 	16
27	 	3616	 	32	 	16	 	16
27	 	3632	 	32	 	16	 	16
27	 	3648	 	32	 	16	 	16
27	 	3664	 	32	 	16	 	16
27	 	3680	 	32	 	16	 	16
27	 	3696	 	32	 	16	 	16
27	 	3712	 	32	 	16	 	16
27	 	3728	 	32	 	16	 	16
27	 	3744	 	32	 	16	 	16
27	 	3760	 	32	 	16	 	16
27	 	3776	 	32	 	16	 	16
27	 	3792	 	32	 	16	 	16
27	 	3808	 	32	 	16	 	16
27	 	3808	 	16	 	16	 	16
27	 	3792	 	16	 	16	 	16
27	 	3776	 	16	 	16	 	16
27	 	3760	 	16	 	16	 	16
27	 	3744	 	16	 	16	 	16
27	 	3728	 	16	 	16	 	16
27	 	3712	 	16	 	16	 	16
27	 	3696	 	16	 	16	 	16
27	 	3680	 	16	 	16	 	16
27	 	3664	 	16	 	16	 	16
27	 	3648	 	16	 	16	 	16
27	 	3632	 	16	 	16	 	16
27	 	3616	 	16	 	16	 	16
27	 	3600	 	16	 	16	 	16
27	 	3584	 	16	 	16	 	16
27	 	3568	 	16	 	16	 	16
27	 	3552	 	16	 	16	 	16
27	 	3536	 	16	 	16	 	16
27	 	3520	 	16	 	16	 	16
27	 	3504	 	16	 	16	 	16
27	 	3488	 	16	 	16	 	16
27	 	3472	 	16	 	16	 	16
27	 	3456	 	16	 	16	 	16
27	 	3440	 	16	 	16	 	16
27	 	3424	 	16	 	16	 	16
27	 	3408	 	16	 	16	 	16
27	 	3392	 	16	 	16	 	16
27	 	3376	 	16	 	16	 	16
